FIPS,County,State,Condition,Urban/Rural,Total,Total No. of Beneficiaries,White,No. of Beneficiaries Who are White,Black,No. of Beneficiaries Who are Black,Asian/Pacific Islander,No. of Beneficiaries Who are Asian/Pacific Islander,Hispanic,No. of Beneficiaries Who are Hispanic,American Indian/Alaska Native,No. of Beneficiaries Who are American Indian/Alaska Native,Other,No. of Beneficiaries Who are in Other Ethic Groups
05125,SALINE,AR,Chronic Kidney Disease,Urban,23,"[5,000-9,999]",23,"[5,000-9,999]",26,[11-499],21,[11-499],20,[11-499],45,[11-499],0,[11-499]
05127,SCOTT,AR,Chronic Kidney Disease,Rural,26,"[1,000-4,999]",27,"[1,000-4,999]",*,*,21,[11-499],27,[11-499],0,[11-499],27,[11-499]
05129,SEARCY,AR,Chronic Kidney Disease,Rural,19,"[1,000-4,999]",19,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
05131,SEBASTIAN,AR,Chronic Kidney Disease,Urban,26,"[10,000+]",26,"[10,000+]",32,[500-999],24,[11-499],27,[11-499],27,[11-499],30,[11-499]
05133,SEVIER,AR,Chronic Kidney Disease,Rural,25,"[1,000-4,999]",25,"[1,000-4,999]",28,[11-499],*,*,24,[11-499],30,[11-499],*,*
05135,SHARP,AR,Chronic Kidney Disease,Rural,18,"[1,000-4,999]",18,"[1,000-4,999]",*,*,*,*,17,[11-499],*,*,*,*
05137,STONE,AR,Chronic Kidney Disease,Rural,24,"[1,000-4,999]",24,"[1,000-4,999]",*,*,*,*,39,[11-499],*,*,36,[11-499]
05139,UNION,AR,Chronic Kidney Disease,Rural,24,"[5,000-9,999]",23,"[5,000-9,999]",28,"[1,000-4,999]",27,[11-499],19,[11-499],*,*,*,*
05141,VAN BUREN,AR,Chronic Kidney Disease,Rural,20,"[1,000-4,999]",20,"[1,000-4,999]",*,*,*,*,20,[11-499],31,[11-499],*,*
05143,WASHINGTON,AR,Chronic Kidney Disease,Urban,21,"[10,000+]",21,"[10,000+]",24,[11-499],23,[11-499],22,[500-999],26,[11-499],17,[11-499]
05145,WHITE,AR,Chronic Kidney Disease,Rural,24,"[10,000+]",24,"[10,000+]",30,[11-499],17,[11-499],19,[11-499],28,[11-499],27,[11-499]
05147,WOODRUFF,AR,Chronic Kidney Disease,Rural,26,"[1,000-4,999]",24,"[1,000-4,999]",32,[11-499],*,*,*,*,*,*,*,*
05149,YELL,AR,Chronic Kidney Disease,Rural,20,"[1,000-4,999]",20,"[1,000-4,999]",23,[11-499],29,[11-499],30,[11-499],*,*,0,[11-499]
06001,ALAMEDA,CA,Chronic Kidney Disease,Urban,26,"[10,000+]",22,"[10,000+]",31,"[10,000+]",27,"[10,000+]",27,"[10,000+]",26,[11-499],26,"[1,000-4,999]"
06003,ALPINE,CA,Chronic Kidney Disease,Rural,16,[11-499],13,[11-499],*,*,*,*,*,*,25,[11-499],*,*
06005,AMADOR,CA,Chronic Kidney Disease,Rural,21,"[5,000-9,999]",21,"[5,000-9,999]",24,[11-499],16,[11-499],22,[11-499],30,[11-499],22,[11-499]
06007,BUTTE,CA,Chronic Kidney Disease,Urban,22,"[10,000+]",21,"[10,000+]",35,[500-999],20,[500-999],25,"[1,000-4,999]",27,[500-999],19,[11-499]
06009,CALAVERAS,CA,Chronic Kidney Disease,Rural,18,"[10,000+]",17,"[5,000-9,999]",24,[11-499],19,[11-499],21,[500-999],30,[11-499],18,[11-499]
06011,COLUSA,CA,Chronic Kidney Disease,Rural,27,"[1,000-4,999]",26,"[1,000-4,999]",36,[11-499],31,[11-499],28,[500-999],36,[11-499],38,[11-499]
06013,CONTRA COSTA,CA,Chronic Kidney Disease,Urban,23,"[10,000+]",22,"[10,000+]",29,"[5,000-9,999]",25,"[5,000-9,999]",24,"[5,000-9,999]",24,[11-499],24,"[1,000-4,999]"
06015,DEL NORTE,CA,Chronic Kidney Disease,Rural,19,"[5,000-9,999]",19,"[1,000-4,999]",19,[11-499],12,[11-499],21,[11-499],24,[11-499],9,[11-499]
06017,EL DORADO,CA,Chronic Kidney Disease,Urban,18,"[10,000+]",18,"[10,000+]",28,[11-499],22,[11-499],21,"[1,000-4,999]",23,[11-499],20,[11-499]
06019,FRESNO,CA,Chronic Kidney Disease,Urban,29,"[10,000+]",27,"[10,000+]",34,"[1,000-4,999]",32,"[1,000-4,999]",32,"[10,000+]",37,[500-999],26,[500-999]
06021,GLENN,CA,Chronic Kidney Disease,Rural,25,"[1,000-4,999]",25,"[1,000-4,999]",18,[11-499],36,[11-499],23,[500-999],33,[11-499],23,[11-499]
06023,HUMBOLDT,CA,Chronic Kidney Disease,Rural,18,"[10,000+]",17,"[10,000+]",26,[11-499],20,[11-499],17,[500-999],24,"[1,000-4,999]",18,[11-499]
06025,IMPERIAL,CA,Chronic Kidney Disease,Urban,29,"[10,000+]",25,"[1,000-4,999]",39,[11-499],28,[11-499],30,"[10,000+]",41,[11-499],18,[11-499]
06027,INYO,CA,Chronic Kidney Disease,Rural,18,"[1,000-4,999]",18,"[1,000-4,999]",*,*,18,[11-499],24,[11-499],23,[11-499],29,[11-499]
06029,KERN,CA,Chronic Kidney Disease,Urban,26,"[10,000+]",23,"[10,000+]",30,"[1,000-4,999]",30,"[1,000-4,999]",30,"[10,000+]",29,[11-499],28,[500-999]
06031,KINGS,CA,Chronic Kidney Disease,Urban,26,"[10,000+]",25,"[5,000-9,999]",30,[11-499],27,[11-499],27,"[1,000-4,999]",54,[11-499],27,[11-499]
06033,LAKE,CA,Chronic Kidney Disease,Rural,19,"[10,000+]",18,"[10,000+]",29,[11-499],20,[11-499],21,"[1,000-4,999]",32,[11-499],26,[11-499]
06035,LASSEN,CA,Chronic Kidney Disease,Rural,19,"[1,000-4,999]",18,"[1,000-4,999]",30,[11-499],23,[11-499],20,[11-499],25,[11-499],17,[11-499]
06037,LOS ANGELES,CA,Chronic Kidney Disease,Urban,29,"[10,000+]",25,"[10,000+]",34,"[10,000+]",34,"[10,000+]",31,"[10,000+]",30,[500-999],28,"[10,000+]"
06039,MADERA,CA,Chronic Kidney Disease,Urban,28,"[10,000+]",27,"[5,000-9,999]",37,[11-499],31,[11-499],31,"[1,000-4,999]",30,[11-499],14,[11-499]
06041,MARIN,CA,Chronic Kidney Disease,Urban,16,"[10,000+]",15,"[10,000+]",25,[500-999],18,"[1,000-4,999]",20,"[1,000-4,999]",15,[11-499],14,[11-499]
06043,MARIPOSA,CA,Chronic Kidney Disease,Rural,17,"[1,000-4,999]",17,"[1,000-4,999]",25,[11-499],17,[11-499],27,[11-499],16,[11-499],0,[11-499]
06045,MENDOCINO,CA,Chronic Kidney Disease,Rural,15,"[10,000+]",14,"[10,000+]",18,[11-499],14,[11-499],17,"[1,000-4,999]",33,[500-999],14,[11-499]
06047,MERCED,CA,Chronic Kidney Disease,Urban,28,"[10,000+]",26,"[10,000+]",35,"[1,000-4,999]",33,"[1,000-4,999]",30,"[10,000+]",31,[11-499],24,[11-499]
06049,MODOC,CA,Chronic Kidney Disease,Rural,17,"[1,000-4,999]",16,"[1,000-4,999]",*,*,0,[11-499],16,[11-499],37,[11-499],0,[11-499]
06051,MONO,CA,Chronic Kidney Disease,Rural,15,"[1,000-4,999]",14,"[1,000-4,999]",*,*,9,[11-499],17,[11-499],25,[11-499],0,[11-499]
06053,MONTEREY,CA,Chronic Kidney Disease,Urban,22,"[10,000+]",18,"[10,000+]",32,"[1,000-4,999]",26,"[1,000-4,999]",28,"[10,000+]",19,[11-499],25,"[1,000-4,999]"
06055,NAPA,CA,Chronic Kidney Disease,Urban,20,"[10,000+]",20,"[10,000+]",29,[11-499],27,[500-999],22,"[1,000-4,999]",32,[11-499],22,[11-499]
06057,NEVADA,CA,Chronic Kidney Disease,Rural,16,"[10,000+]",16,"[10,000+]",33,[11-499],12,[11-499],20,[500-999],23,[11-499],16,[11-499]
06059,ORANGE,CA,Chronic Kidney Disease,Urban,25,"[10,000+]",23,"[10,000+]",32,"[1,000-4,999]",32,"[10,000+]",29,"[10,000+]",32,[11-499],27,"[1,000-4,999]"
06061,PLACER,CA,Chronic Kidney Disease,Urban,21,"[10,000+]",21,"[10,000+]",29,[500-999],22,"[1,000-4,999]",24,"[1,000-4,999]",21,[11-499],24,[11-499]
06063,PLUMAS,CA,Chronic Kidney Disease,Rural,16,"[5,000-9,999]",15,"[1,000-4,999]",25,[11-499],17,[11-499],20,[11-499],26,[11-499],23,[11-499]
06065,RIVERSIDE,CA,Chronic Kidney Disease,Urban,25,"[10,000+]",24,"[10,000+]",33,"[5,000-9,999]",27,"[5,000-9,999]",27,"[10,000+]",29,[500-999],28,"[1,000-4,999]"
06067,SACRAMENTO,CA,Chronic Kidney Disease,Urban,25,"[10,000+]",23,"[10,000+]",30,"[10,000+]",29,"[10,000+]",26,"[10,000+]",27,[500-999],25,"[1,000-4,999]"
06069,SAN BENITO,CA,Chronic Kidney Disease,Urban,23,"[5,000-9,999]",20,"[1,000-4,999]",15,[11-499],19,[11-499],28,"[1,000-4,999]",*,*,26,[11-499]
06071,SAN BERNARDINO,CA,Chronic Kidney Disease,Urban,28,"[10,000+]",27,"[10,000+]",34,"[5,000-9,999]",30,"[5,000-9,999]",29,"[10,000+]",33,[11-499],27,"[1,000-4,999]"
06073,SAN DIEGO,CA,Chronic Kidney Disease,Urban,22,"[10,000+]",20,"[10,000+]",30,"[5,000-9,999]",25,"[10,000+]",26,"[10,000+]",30,[500-999],22,"[5,000-9,999]"
06075,SAN FRANCISCO,CA,Chronic Kidney Disease,Urban,22,"[10,000+]",19,"[10,000+]",27,"[5,000-9,999]",24,"[10,000+]",23,"[5,000-9,999]",24,[11-499],25,"[1,000-4,999]"
06077,SAN JOAQUIN,CA,Chronic Kidney Disease,Urban,28,"[10,000+]",28,"[10,000+]",31,"[1,000-4,999]",31,"[5,000-9,999]",28,"[10,000+]",38,[11-499],29,"[1,000-4,999]"
06079,SAN LUIS OBISPO,CA,Chronic Kidney Disease,Urban,19,"[10,000+]",18,"[10,000+]",27,[11-499],22,[500-999],23,"[1,000-4,999]",27,[11-499],17,[11-499]
06081,SAN MATEO,CA,Chronic Kidney Disease,Urban,20,"[10,000+]",19,"[10,000+]",31,"[1,000-4,999]",22,"[5,000-9,999]",21,"[5,000-9,999]",45,[11-499],23,"[1,000-4,999]"
06083,SANTA BARBARA,CA,Chronic Kidney Disease,Urban,21,"[10,000+]",19,"[10,000+]",35,"[1,000-4,999]",27,"[1,000-4,999]",27,"[10,000+]",26,[11-499],23,[500-999]
06085,SANTA CLARA,CA,Chronic Kidney Disease,Urban,23,"[10,000+]",20,"[10,000+]",29,"[1,000-4,999]",26,"[10,000+]",26,"[10,000+]",25,[11-499],21,"[1,000-4,999]"
06087,SANTA CRUZ,CA,Chronic Kidney Disease,Urban,18,"[10,000+]",16,"[10,000+]",26,[11-499],22,"[1,000-4,999]",25,"[5,000-9,999]",20,[11-499],19,[11-499]
06089,SHASTA,CA,Chronic Kidney Disease,Urban,19,"[10,000+]",19,"[10,000+]",27,[11-499],22,[500-999],19,"[1,000-4,999]",28,[500-999],14,[11-499]
06091,SIERRA,CA,Chronic Kidney Disease,Rural,17,[500-999],17,[500-999],*,*,*,*,15,[11-499],*,*,*,*
06093,SISKIYOU,CA,Chronic Kidney Disease,Rural,15,"[10,000+]",15,"[10,000+]",25,[11-499],10,[11-499],19,[11-499],20,[11-499],13,[11-499]
06095,SOLANO,CA,Chronic Kidney Disease,Urban,25,"[10,000+]",23,"[10,000+]",30,"[5,000-9,999]",28,"[1,000-4,999]",27,"[5,000-9,999]",25,[11-499],20,"[1,000-4,999]"
06097,SONOMA,CA,Chronic Kidney Disease,Urban,18,"[10,000+]",17,"[10,000+]",28,[500-999],18,"[1,000-4,999]",21,"[1,000-4,999]",31,[11-499],19,[11-499]
06099,STANISLAUS,CA,Chronic Kidney Disease,Urban,28,"[10,000+]",27,"[10,000+]",32,"[1,000-4,999]",32,"[1,000-4,999]",28,"[5,000-9,999]",32,[11-499],29,[11-499]
06101,SUTTER,CA,Chronic Kidney Disease,Urban,27,"[10,000+]",26,"[10,000+]",37,[11-499],29,"[1,000-4,999]",31,"[1,000-4,999]",29,[11-499],25,[11-499]
06103,TEHAMA,CA,Chronic Kidney Disease,Rural,21,"[10,000+]",21,"[10,000+]",14,[11-499],18,[11-499],25,"[1,000-4,999]",26,[11-499],13,[11-499]
06105,TRINITY,CA,Chronic Kidney Disease,Rural,16,"[5,000-9,999]",15,"[5,000-9,999]",31,[11-499],24,[11-499],21,[11-499],24,[11-499],23,[11-499]
06107,TULARE,CA,Chronic Kidney Disease,Urban,29,"[10,000+]",27,"[10,000+]",33,[500-999],31,"[1,000-4,999]",31,"[10,000+]",35,[11-499],25,[11-499]
06109,TUOLUMNE,CA,Chronic Kidney Disease,Rural,17,"[10,000+]",17,"[10,000+]",21,[11-499],23,[11-499],19,[500-999],21,[11-499],26,[11-499]
06111,VENTURA,CA,Chronic Kidney Disease,Urban,24,"[10,000+]",22,"[10,000+]",33,"[1,000-4,999]",26,"[1,000-4,999]",29,"[10,000+]",28,[11-499],25,"[1,000-4,999]"
06113,YOLO,CA,Chronic Kidney Disease,Urban,23,"[10,000+]",22,"[5,000-9,999]",24,[11-499],26,"[1,000-4,999]",27,"[1,000-4,999]",34,[11-499],25,[11-499]
06115,YUBA,CA,Chronic Kidney Disease,Urban,27,"[10,000+]",26,"[5,000-9,999]",36,[11-499],30,[11-499],27,"[1,000-4,999]",25,[11-499],33,[11-499]
06990,STATEWIDE,CA,Chronic Kidney Disease,Rural,23,[11-499],29,[11-499],*,*,*,*,*,*,*,*,*,*
08001,ADAMS,CO,Chronic Kidney Disease,Urban,24,"[10,000+]",24,"[10,000+]",33,[500-999],26,[500-999],25,"[1,000-4,999]",35,[11-499],20,[11-499]
08003,ALAMOSA,CO,Chronic Kidney Disease,Rural,17,"[1,000-4,999]",15,"[1,000-4,999]",*,*,29,[11-499],21,[500-999],0,[11-499],*,*
08005,ARAPAHOE,CO,Chronic Kidney Disease,Urban,22,"[10,000+]",21,"[10,000+]",29,"[1,000-4,999]",21,"[1,000-4,999]",23,"[1,000-4,999]",22,[11-499],21,[11-499]
08007,ARCHULETA,CO,Chronic Kidney Disease,Rural,11,"[1,000-4,999]",11,"[1,000-4,999]",*,*,0,[11-499],14,[11-499],0,[11-499],*,*
08009,BACA,CO,Chronic Kidney Disease,Rural,25,[500-999],25,[500-999],*,*,*,*,26,[11-499],*,*,*,*
08011,BENT,CO,Chronic Kidney Disease,Rural,22,[500-999],22,[500-999],*,*,*,*,21,[11-499],*,*,*,*
08013,BOULDER,CO,Chronic Kidney Disease,Urban,16,"[10,000+]",15,"[10,000+]",26,[11-499],16,[11-499],26,"[1,000-4,999]",26,[11-499],13,[11-499]
08014,BROOMFIELD,CO,Chronic Kidney Disease,Urban,19,"[1,000-4,999]",18,"[1,000-4,999]",29,[11-499],20,[11-499],27,[11-499],*,*,22,[11-499]
08015,CHAFFEE,CO,Chronic Kidney Disease,Rural,13,"[1,000-4,999]",13,"[1,000-4,999]",*,*,0,[11-499],15,[11-499],*,*,18,[11-499]
08017,CHEYENNE,CO,Chronic Kidney Disease,Rural,18,[11-499],18,[11-499],*,*,*,*,0,[11-499],*,*,*,*
08019,CLEAR CREEK,CO,Chronic Kidney Disease,Urban,20,[500-999],21,[500-999],*,*,*,*,12,[11-499],*,*,*,*
08021,CONEJOS,CO,Chronic Kidney Disease,Rural,16,"[1,000-4,999]",17,[500-999],*,*,*,*,16,[500-999],*,*,*,*
08023,COSTILLA,CO,Chronic Kidney Disease,Rural,16,[500-999],12,[11-499],33,[11-499],*,*,20,[11-499],*,*,*,*
08025,CROWLEY,CO,Chronic Kidney Disease,Rural,23,[500-999],22,[500-999],*,*,*,*,30,[11-499],*,*,*,*
08027,CUSTER,CO,Chronic Kidney Disease,Rural,13,"[1,000-4,999]",13,"[1,000-4,999]",*,*,*,*,0,[11-499],*,*,*,*
08029,DELTA,CO,Chronic Kidney Disease,Rural,14,"[5,000-9,999]",13,"[5,000-9,999]",*,*,25,[11-499],22,[11-499],*,*,0,[11-499]
08031,DENVER,CO,Chronic Kidney Disease,Urban,21,"[10,000+]",20,"[10,000+]",29,"[1,000-4,999]",16,[500-999],23,"[1,000-4,999]",21,[11-499],23,[11-499]
08033,DOLORES,CO,Chronic Kidney Disease,Rural,23,[11-499],23,[11-499],*,*,*,*,*,*,*,*,*,*
08035,DOUGLAS,CO,Chronic Kidney Disease,Urban,19,"[10,000+]",19,"[10,000+]",31,[11-499],19,[11-499],17,[11-499],29,[11-499],17,[11-499]
08037,EAGLE,CO,Chronic Kidney Disease,Rural,10,"[1,000-4,999]",9,"[1,000-4,999]",*,*,0,[11-499],18,[11-499],*,*,26,[11-499]
08039,ELBERT,CO,Chronic Kidney Disease,Urban,19,"[1,000-4,999]",19,"[1,000-4,999]",26,[11-499],19,[11-499],20,[11-499],0,[11-499],0,[11-499]
08041,EL PASO,CO,Chronic Kidney Disease,Urban,22,"[10,000+]",21,"[10,000+]",28,"[1,000-4,999]",23,"[1,000-4,999]",25,"[1,000-4,999]",25,[11-499],21,[500-999]
08043,FREMONT,CO,Chronic Kidney Disease,Rural,18,"[5,000-9,999]",18,"[5,000-9,999]",23,[11-499],19,[11-499],22,[11-499],16,[11-499],17,[11-499]
08045,GARFIELD,CO,Chronic Kidney Disease,Rural,14,"[5,000-9,999]",13,"[5,000-9,999]",13,[11-499],11,[11-499],16,[11-499],29,[11-499],11,[11-499]
08047,GILPIN,CO,Chronic Kidney Disease,Urban,14,[11-499],15,[11-499],*,*,*,*,0,[11-499],*,*,*,*
08049,GRAND,CO,Chronic Kidney Disease,Rural,13,"[1,000-4,999]",12,"[1,000-4,999]",*,*,*,*,19,[11-499],*,*,*,*
08051,GUNNISON,CO,Chronic Kidney Disease,Rural,10,"[1,000-4,999]",10,"[1,000-4,999]",*,*,*,*,9,[11-499],*,*,0,[11-499]
08053,HINSDALE,CO,Chronic Kidney Disease,Rural,8,[11-499],8,[11-499],*,*,*,*,*,*,*,*,*,*
08055,HUERFANO,CO,Chronic Kidney Disease,Rural,16,"[1,000-4,999]",15,"[1,000-4,999]",0,[11-499],*,*,17,[11-499],*,*,*,*
08057,JACKSON,CO,Chronic Kidney Disease,Rural,23,[11-499],24,[11-499],*,*,*,*,*,*,*,*,*,*
08059,JEFFERSON,CO,Chronic Kidney Disease,Urban,22,"[10,000+]",22,"[10,000+]",29,[11-499],20,[500-999],24,"[1,000-4,999]",24,[11-499],23,[11-499]
08061,KIOWA,CO,Chronic Kidney Disease,Rural,22,[11-499],22,[11-499],*,*,*,*,*,*,*,*,*,*
08063,KIT CARSON,CO,Chronic Kidney Disease,Rural,12,"[1,000-4,999]",12,"[1,000-4,999]",*,*,*,*,7,[11-499],*,*,*,*
08065,LAKE,CO,Chronic Kidney Disease,Rural,15,[500-999],13,[500-999],*,*,*,*,19,[11-499],*,*,*,*
08067,LA PLATA,CO,Chronic Kidney Disease,Rural,17,"[5,000-9,999]",16,"[5,000-9,999]",0,[11-499],15,[11-499],22,[11-499],34,[11-499],22,[11-499]
08069,LARIMER,CO,Chronic Kidney Disease,Urban,18,"[10,000+]",18,"[10,000+]",25,[11-499],16,[11-499],23,"[1,000-4,999]",13,[11-499],17,[11-499]
08071,LAS ANIMAS,CO,Chronic Kidney Disease,Rural,19,"[1,000-4,999]",17,"[1,000-4,999]",*,*,0,[11-499],22,[500-999],*,*,*,*
08073,LINCOLN,CO,Chronic Kidney Disease,Rural,16,[500-999],16,[500-999],*,*,*,*,19,[11-499],*,*,*,*
08075,LOGAN,CO,Chronic Kidney Disease,Rural,22,"[1,000-4,999]",22,"[1,000-4,999]",23,[11-499],*,*,28,[11-499],*,*,0,[11-499]
08077,MESA,CO,Chronic Kidney Disease,Urban,16,"[10,000+]",15,"[10,000+]",22,[11-499],19,[11-499],20,"[1,000-4,999]",19,[11-499],22,[11-499]
08079,MINERAL,CO,Chronic Kidney Disease,Rural,15,[11-499],15,[11-499],*,*,*,*,*,*,*,*,*,*
08081,MOFFAT,CO,Chronic Kidney Disease,Rural,14,"[1,000-4,999]",14,"[1,000-4,999]",*,*,*,*,14,[11-499],*,*,*,*
08083,MONTEZUMA,CO,Chronic Kidney Disease,Rural,16,"[5,000-9,999]",15,"[1,000-4,999]",*,*,21,[11-499],18,[11-499],32,[11-499],0,[11-499]
08085,MONTROSE,CO,Chronic Kidney Disease,Rural,14,"[5,000-9,999]",14,"[5,000-9,999]",16,[11-499],19,[11-499],16,[500-999],33,[11-499],12,[11-499]
08087,MORGAN,CO,Chronic Kidney Disease,Rural,17,"[1,000-4,999]",16,"[1,000-4,999]",0,[11-499],21,[11-499],20,[500-999],*,*,35,[11-499]
08089,OTERO,CO,Chronic Kidney Disease,Rural,24,"[1,000-4,999]",22,"[1,000-4,999]",39,[11-499],38,[11-499],28,"[1,000-4,999]",*,*,50,[11-499]
08091,OURAY,CO,Chronic Kidney Disease,Rural,9,[500-999],9,[500-999],*,*,*,*,*,*,*,*,*,*
08093,PARK,CO,Chronic Kidney Disease,Urban,14,"[1,000-4,999]",15,"[1,000-4,999]",0,[11-499],*,*,10,[11-499],*,*,*,*
08095,PHILLIPS,CO,Chronic Kidney Disease,Rural,16,[500-999],16,[500-999],*,*,*,*,27,[11-499],*,*,*,*
08097,PITKIN,CO,Chronic Kidney Disease,Rural,9,"[1,000-4,999]",9,"[1,000-4,999]",*,*,0,[11-499],14,[11-499],*,*,0,[11-499]
08099,PROWERS,CO,Chronic Kidney Disease,Rural,24,"[1,000-4,999]",22,"[1,000-4,999]",*,*,*,*,33,[11-499],*,*,*,*
08101,PUEBLO,CO,Chronic Kidney Disease,Urban,22,"[10,000+]",21,"[10,000+]",29,[11-499],17,[11-499],25,"[5,000-9,999]",24,[11-499],29,[11-499]
08103,RIO BLANCO,CO,Chronic Kidney Disease,Rural,14,[500-999],14,[500-999],*,*,*,*,20,[11-499],*,*,*,*
08105,RIO GRANDE,CO,Chronic Kidney Disease,Rural,18,"[1,000-4,999]",16,"[1,000-4,999]",*,*,*,*,24,[500-999],0,[11-499],*,*
08107,ROUTT,CO,Chronic Kidney Disease,Rural,10,"[1,000-4,999]",10,"[1,000-4,999]",*,*,*,*,20,[11-499],*,*,0,[11-499]
08109,SAGUACHE,CO,Chronic Kidney Disease,Rural,15,"[1,000-4,999]",12,[500-999],*,*,*,*,25,[11-499],*,*,*,*
08111,SAN JUAN,CO,Chronic Kidney Disease,Rural,17,[11-499],17,[11-499],*,*,*,*,*,*,*,*,*,*
08113,SAN MIGUEL,CO,Chronic Kidney Disease,Rural,9,[500-999],9,[500-999],*,*,*,*,0,[11-499],*,*,*,*
08115,SEDGWICK,CO,Chronic Kidney Disease,Rural,15,[500-999],14,[500-999],*,*,*,*,22,[11-499],*,*,*,*
08117,SUMMIT,CO,Chronic Kidney Disease,Rural,10,"[1,000-4,999]",10,"[1,000-4,999]",*,*,0,[11-499],15,[11-499],*,*,0,[11-499]
08119,TELLER,CO,Chronic Kidney Disease,Urban,17,"[1,000-4,999]",18,"[1,000-4,999]",25,[11-499],20,[11-499],14,[11-499],*,*,0,[11-499]
08121,WASHINGTON,CO,Chronic Kidney Disease,Rural,18,[500-999],18,[500-999],*,*,*,*,20,[11-499],*,*,*,*
08123,WELD,CO,Chronic Kidney Disease,Urban,22,"[10,000+]",21,"[10,000+]",26,[11-499],18,[11-499],27,"[1,000-4,999]",23,[11-499],23,[11-499]
08125,YUMA,CO,Chronic Kidney Disease,Rural,15,"[1,000-4,999]",15,"[1,000-4,999]",*,*,*,*,18,[11-499],*,*,*,*
08990,STATEWIDE,CO,Chronic Kidney Disease,Rural,0,[11-499],0,[11-499],*,*,*,*,*,*,*,*,*,*
09001,FAIRFIELD,CT,Chronic Kidney Disease,Urban,21,"[10,000+]",20,"[10,000+]",33,"[5,000-9,999]",20,"[1,000-4,999]",24,"[5,000-9,999]",18,[11-499],19,[500-999]
09003,HARTFORD,CT,Chronic Kidney Disease,Urban,26,"[10,000+]",25,"[10,000+]",35,"[5,000-9,999]",22,"[1,000-4,999]",28,"[5,000-9,999]",31,[11-499],29,[500-999]
09005,LITCHFIELD,CT,Chronic Kidney Disease,Rural,21,"[10,000+]",21,"[10,000+]",29,[11-499],21,[11-499],21,[11-499],*,*,21,[11-499]
09007,MIDDLESEX,CT,Chronic Kidney Disease,Urban,23,"[10,000+]",23,"[10,000+]",31,[500-999],19,[11-499],23,[11-499],33,[11-499],28,[11-499]
09009,NEW HAVEN,CT,Chronic Kidney Disease,Urban,26,"[10,000+]",25,"[10,000+]",36,"[5,000-9,999]",22,"[1,000-4,999]",28,"[5,000-9,999]",25,[11-499],26,[500-999]
09011,NEW LONDON,CT,Chronic Kidney Disease,Urban,24,"[10,000+]",23,"[10,000+]",31,"[1,000-4,999]",25,[500-999],29,"[1,000-4,999]",28,[11-499],27,[11-499]
09013,TOLLAND,CT,Chronic Kidney Disease,Urban,23,"[10,000+]",23,"[5,000-9,999]",29,[11-499],24,[11-499],23,[11-499],*,*,25,[11-499]
09015,WINDHAM,CT,Chronic Kidney Disease,Rural,23,"[10,000+]",23,"[10,000+]",27,[11-499],16,[11-499],28,[500-999],22,[11-499],22,[11-499]
10001,KENT,DE,Chronic Kidney Disease,Urban,31,"[10,000+]",29,"[10,000+]",39,"[5,000-9,999]",26,[11-499],31,[500-999],29,[11-499],32,[11-499]
10003,NEW CASTLE,DE,Chronic Kidney Disease,Urban,24,"[10,000+]",22,"[10,000+]",34,"[10,000+]",23,"[1,000-4,999]",26,"[1,000-4,999]",18,[11-499],25,[500-999]
10005,SUSSEX,DE,Chronic Kidney Disease,Rural,24,"[10,000+]",23,"[10,000+]",38,"[1,000-4,999]",22,[11-499],29,[500-999],29,[11-499],31,[11-499]
11001,THE DISTRICT,DC,Chronic Kidney Disease,Urban,25,"[10,000+]",13,"[10,000+]",32,"[10,000+]",17,"[1,000-4,999]",22,"[1,000-4,999]",20,[11-499],19,[500-999]
12001,ALACHUA,FL,Chronic Kidney Disease,Urban,27,"[10,000+]",24,"[10,000+]",39,"[1,000-4,999]",20,[11-499],26,[500-999],46,[11-499],28,[11-499]
12003,BAKER,FL,Chronic Kidney Disease,Urban,32,"[1,000-4,999]",31,"[1,000-4,999]",35,[11-499],*,*,29,[11-499],*,*,*,*
12005,BAY,FL,Chronic Kidney Disease,Urban,28,"[10,000+]",27,"[10,000+]",40,"[1,000-4,999]",22,[11-499],26,[11-499],14,[11-499],32,[11-499]
12007,BRADFORD,FL,Chronic Kidney Disease,Rural,32,"[1,000-4,999]",31,"[1,000-4,999]",40,[11-499],21,[11-499],33,[11-499],*,*,*,*
12009,BREVARD,FL,Chronic Kidney Disease,Urban,28,"[10,000+]",27,"[10,000+]",39,"[5,000-9,999]",27,"[1,000-4,999]",28,"[1,000-4,999]",25,[11-499],31,[500-999]
12011,BROWARD,FL,Chronic Kidney Disease,Urban,30,"[10,000+]",28,"[10,000+]",36,"[10,000+]",29,"[1,000-4,999]",30,"[10,000+]",44,[11-499],32,"[1,000-4,999]"
12013,CALHOUN,FL,Chronic Kidney Disease,Rural,27,"[1,000-4,999]",27,"[1,000-4,999]",31,[11-499],*,*,29,[11-499],*,*,*,*
12015,CHARLOTTE,FL,Chronic Kidney Disease,Urban,27,"[10,000+]",27,"[10,000+]",38,"[1,000-4,999]",25,[11-499],28,[500-999],29,[11-499],26,[11-499]
12017,CITRUS,FL,Chronic Kidney Disease,Rural,34,"[10,000+]",33,"[10,000+]",43,[11-499],34,[11-499],34,[500-999],60,[11-499],40,[11-499]
12019,CLAY,FL,Chronic Kidney Disease,Urban,28,"[10,000+]",28,"[10,000+]",37,"[1,000-4,999]",26,[11-499],27,[500-999],29,[11-499],28,[11-499]
