,internet_name,internet_geo_id,internet_geo_type,internet_year,internet_date,internet_variable_code,internet_variable_label,internet_value,internet_Latitude,internet_Longitude,fips_internet_geo_id,covid_date_as_of,covid_last_week,covid_state,covid_county_name,covid_fips_county_code,covid_deaths_involving_covid_19,covid_deaths_from_all_causes,covid_Longitude,covid_Latitude
254,"Midland County, Michigan",0500000US26111,county,2017,2017-12-31,B28002_013E,Households with no internet access,6000.0,-84.38751769286245,43.6476165,26111,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Midland County,26111.0,15.0,751.0,-85.730977,44.874798
255,"Lenoir County, North Carolina",0500000US37107,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,12844.0,-77.67438242726321,35.2034155,37107,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Lenoir County,37107.0,18.0,386.0,-79.130883,35.52603
256,"Muskegon County, Michigan",0500000US26121,county,2018,2018-12-31,B28002_013E,Households with no internet access,12409.0,-86.2105792423676,43.29602680475779,26121,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Muskegon County,26121.0,94.0,1491.0,-85.730977,44.874798
259,"McCurtain County, Oklahoma",0500000US40089,county,2017,2017-12-31,B28002_013E,Households with no internet access,5456.0,-94.8149587705736,34.0745578964104,40089,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,McCurtain County,40089.0,13.0,228.0,-97.508297,35.583449
262,"Bannock County, Idaho",0500000US16005,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,15750.0,-112.1630622359816,42.640849,16005,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,ID,Bannock County,16005.0,21.0,624.0,-114.659366,44.389073
263,"Madison County, New York",0500000US36053,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6549.0,-75.72568120526886,42.94470199999999,36053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Madison County,36053.0,12.0,411.0,-75.59655,42.921241
264,"Clark County, Wisconsin",0500000US55019,county,2018,2018-12-31,B28002_013E,Households with no internet access,3625.0,-90.61916365468127,44.7269256341969,55019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Clark County,55019.0,11.0,211.0,-89.732969,44.639954
265,"Huntingdon County, Pennsylvania",0500000US42061,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,5517.0,-78.04863310453001,40.402431,42061,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Huntingdon County,42061.0,12.0,287.0,-77.838886,40.896694
268,"Marion County, Oregon",0500000US41047,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,51053.0,-122.8040426904207,44.984412303318,41047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Marion County,41047.0,85.0,2195.0,-120.605279,43.940449
269,"McLean County, Illinois",0500000US17113,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,30824.0,-88.86313655775638,40.50814099999999,17113,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,McLean County,17113.0,48.0,1030.0,-89.148632,40.124144
271,"Wayne County, Illinois",0500000US17191,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,4419.0,-88.42369381133057,38.43301,17191,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,Wayne County,17191.0,10.0,110.0,-89.148632,40.124144
272,"Jefferson County, Arkansas",0500000US05069,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,16140.0,-91.96161466035875,34.26137,5069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Jefferson County,5069.0,102.0,769.0,-92.439162,34.899825
273,"Henry County, Georgia",0500000US13151,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,24638.0,-84.11971899132037,33.4731995,13151,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Henry County,13151.0,106.0,1499.0,-83.426574,32.638481
279,"Webster Parish, Louisiana",0500000US22119,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,9697.0,-93.31576482236237,32.701685,22119,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Webster Parish,22119.0,21.0,365.0,-91.840238,30.921314
281,"Imperial County, California",0500000US06025,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,30768.0,-115.3541205433736,33.025819,6025,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Imperial County,6025.0,192.0,954.0,-119.662127,37.211164
283,"Dubuque County, Iowa",0500000US19061,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,11051.0,-90.89534917811149,42.48640345732905,19061,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Dubuque County,19061.0,63.0,765.0,-93.500061,42.074659
285,"Rusk County, Texas",0500000US48401,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,11467.0,-94.78707476413189,32.1258665,48401,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Rusk County,48401.0,10.0,318.0,-99.317341,31.447238
288,"East Feliciana Parish, Louisiana",0500000US22037,county,2018,2018-12-31,B28002_013E,Households with no internet access,2354.0,-91.0381251841172,30.8243785,22037,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,East Feliciana Parish,22037.0,17.0,139.0,-91.840238,30.921314
291,"Fresno County, California",0500000US06019,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,243040.0,-119.6363533002392,36.7461035,6019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Fresno County,6019.0,438.0,6310.0,-119.662127,37.211164
294,"Rutherford County, North Carolina",0500000US37161,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,18679.0,-81.91784609221682,35.39694151844746,37161,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Rutherford County,37161.0,15.0,468.0,-79.130883,35.52603
296,"Franklin Parish, Louisiana",0500000US22041,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,5481.0,-91.69955946913689,32.138672,22041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Franklin Parish,22041.0,10.0,133.0,-91.840238,30.921314
297,"Montgomery County, Tennessee",0500000US47125,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,25156.0,-87.36974155359263,36.47647221807559,47125,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Montgomery County,47125.0,41.0,1067.0,-86.343226,35.842998
300,"Tippecanoe County, Indiana",0500000US18157,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,35575.0,-86.89379029907971,40.3884105,18157,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Tippecanoe County,18157.0,54.0,1204.0,-86.2818,39.919991
302,"Pierce County, Washington",0500000US53053,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,101328.0,-122.0341495087167,47.02415484909881,53053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Pierce County,53053.0,208.0,5742.0,-120.592492,47.411715
306,"Maui County, Hawaii",0500000US15009,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,39334.0,-156.3132828691006,20.8039114354774,15009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,HI,Maui County,15009.0,18.0,910.0,-157.854309,21.361013
307,"Douglas County, Nebraska",0500000US31055,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,95539.0,-96.15020064026362,41.291948,31055,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NE,Douglas County,31055.0,308.0,4269.0,-99.810595,41.527099
319,"Prince Edward County, Virginia",0500000US51147,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,5097.0,-78.45847663119665,37.243021,51147,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Prince Edward County,51147.0,11.0,197.0,-78.666382,37.510861
320,"Taylor County, Texas",0500000US48441,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,26429.0,-99.89003975433644,32.3066385,48441,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Taylor County,48441.0,94.0,1356.0,-99.317341,31.447238
322,"Shelby County, Tennessee",0500000US47157,county,2017,2017-12-31,B28002_013E,Households with no internet access,83599.0,-89.86568739050506,35.20119297957434,47157,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Shelby County,47157.0,598.0,8682.0,-86.343226,35.842998
323,"Williamson County, Tennessee",0500000US47187,county,2018,2018-12-31,B28002_013E,Households with no internet access,4413.0,-86.91535883115577,35.87695238037844,47187,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Williamson County,47187.0,58.0,978.0,-86.343226,35.842998
325,"Randall County, Texas",0500000US48381,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,26905.0,-101.8971095072015,34.950703,48381,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Randall County,48381.0,23.0,525.0,-99.317341,31.447238
326,"Cecil County, Maryland",0500000US24015,county,2018,2018-12-31,B28002_013E,Households with no internet access,5979.0,-75.87432947053873,39.54085010448208,24015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Cecil County,24015.0,41.0,748.0,-76.687282,38.946466
328,"Kennebec County, Maine",0500000US23011,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,32116.0,-69.78809917134132,44.429215,23011,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,ME,Kennebec County,23011.0,11.0,1081.0,-69.06137,45.117911
329,"Arlington County, Virginia",0500000US51013,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,18502.0,-77.10823408745989,38.88155208926042,51013,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Arlington County,51013.0,175.0,1178.0,-78.666382,37.510861
334,"Livingston County, Michigan",0500000US26093,county,2018,2018-12-31,B28002_013E,Households with no internet access,7012.0,-83.9109958710198,42.60273049999999,26093,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Livingston County,26093.0,35.0,1026.0,-85.730977,44.874798
335,"Howard County, Maryland",0500000US24027,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,16001.0,-76.89247634982212,39.23547677117028,24027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Howard County,24027.0,100.0,1440.0,-76.687282,38.946466
336,"Suffolk County, Massachusetts",0500000US25025,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,144661.0,-71.06053463973822,42.3391445,25025,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MA,Suffolk County,25025.0,1298.0,7192.0,-71.481104,42.151077
337,"Marion County, South Carolina",0500000US45067,county,2017,2017-12-31,B28002_013E,Households with no internet access,5401.0,-79.42245221525793,33.9975855,45067,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Marion County,45067.0,17.0,240.0,-80.864614,33.878572
342,"Mitchell County, Georgia",0500000US13205,county,2018,2018-12-31,B28002_013E,Households with no internet access,2556.0,-84.17922166448533,31.2616045,13205,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Mitchell County,13205.0,15.0,154.0,-83.426574,32.638481
346,"Coffee County, Georgia",0500000US13069,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,7860.0,-82.84360050012384,31.5953925,13069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Coffee County,13069.0,52.0,327.0,-83.426574,32.638481
347,"Rockingham County, New Hampshire",0500000US33015,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,14207.0,-71.06810744280068,43.005908,33015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NH,Rockingham County,33015.0,84.0,1820.0,-71.57139,43.680429
348,"Burnet County, Texas",0500000US48053,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,12977.0,-98.18584706751759,30.733693,48053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Burnet County,48053.0,18.0,352.0,-99.317341,31.447238
349,"Middlesex County, Virginia",0500000US51119,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,1059.0,-76.63253907472311,37.6405070972414,51119,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Middlesex County,51119.0,11.0,131.0,-78.666382,37.510861
350,"Patrick County, Virginia",0500000US51141,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,3561.0,-80.27200679634922,36.7068665,51141,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Patrick County,51141.0,13.0,147.0,-78.666382,37.510861
351,"Snohomish County, Washington",0500000US53061,county,2017,2017-12-31,B28002_013E,Households with no internet access,27608.0,-121.7033512198422,48.03820233537091,53061,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Snohomish County,53061.0,179.0,4253.0,-120.592492,47.411715
352,"Williamson County, Texas",0500000US48491,county,2018,2018-12-31,B28002_013E,Households with no internet access,11831.0,-97.63583542067997,30.642216,48491,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Williamson County,48491.0,204.0,2840.0,-99.317341,31.447238
354,"Fairbanks North Star Borough, Alaska",0500000US02090,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,14313.0,-146.3702350036722,64.8551605,2090,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AK,Fairbanks North Star Borough,2090.0,14.0,368.0,-151.631889,63.631126
359,"Marion County, Ohio",0500000US39101,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,15039.0,-83.18853936671631,40.579897,39101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Marion County,39101.0,37.0,556.0,-82.70936,40.415534
360,"Sarpy County, Nebraska",0500000US31153,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,9521.0,-96.1006683931731,41.09273840024071,31153,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NE,Sarpy County,31153.0,15.0,677.0,-99.810595,41.527099
361,"Cleveland County, Oklahoma",0500000US40027,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,33017.0,-97.29101126012768,35.1521645,40027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Cleveland County,40027.0,109.0,1476.0,-97.508297,35.583449
364,"Warren County, New York",0500000US36113,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6328.0,-73.90670372933846,43.5129735,36113,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Warren County,36113.0,44.0,751.0,-75.59655,42.921241
368,"Laurens County, South Carolina",0500000US45059,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,16323.0,-81.98296331275509,34.4966615,45059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Laurens County,45059.0,33.0,565.0,-80.864614,33.878572
369,"Catawba County, North Carolina",0500000US37035,county,2018,2018-12-31,B28002_013E,Households with no internet access,11058.0,-81.20446098211468,35.689525,37035,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Catawba County,37035.0,56.0,1233.0,-79.130883,35.52603
372,"Monroe County, New York",0500000US36055,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,106115.0,-77.68568998927327,43.15389949999999,36055,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Monroe County,36055.0,356.0,6377.0,-75.59655,42.921241
374,"Laclede County, Missouri",0500000US29105,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6198.0,-92.60096470727727,37.6909745,29105,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Laclede County,29105.0,27.0,244.0,-92.477244,38.3675
375,"San Juan County, New Mexico",0500000US35045,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,24706.0,-108.3356866269899,36.51368283899905,35045,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NM,San Juan County,35045.0,192.0,976.0,-106.108388,34.421369
377,"Berrien County, Georgia",0500000US13019,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,4338.0,-83.19329974164572,31.2507935,13019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Berrien County,13019.0,10.0,121.0,-83.426574,32.638481
380,"Christian County, Missouri",0500000US29043,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,8468.0,-93.1220018409063,36.95470349999999,29043,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Christian County,29043.0,13.0,340.0,-92.477244,38.3675
383,"Snyder County, Pennsylvania",0500000US42109,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,4310.0,-77.10617409979719,40.764174,42109,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Snyder County,42109.0,11.0,195.0,-77.838886,40.896694
385,"Medina County, Ohio",0500000US39103,county,2018,2018-12-31,B28002_013E,Households with no internet access,6812.0,-81.92850429382676,41.13195899999999,39103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Medina County,39103.0,26.0,1018.0,-82.70936,40.415534
386,"Marquette County, Michigan",0500000US26103,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,10259.0,-87.61659341302878,46.45035499241948,26103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Marquette County,26103.0,25.0,577.0,-85.730977,44.874798
387,"Guilford County, North Carolina",0500000US37081,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,102558.0,-79.79017162309368,36.075455,37081,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Guilford County,37081.0,207.0,3357.0,-79.130883,35.52603
388,"Lancaster County, South Carolina",0500000US45057,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,23721.0,-80.69483670099146,34.767166,45057,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Lancaster County,45057.0,55.0,652.0,-80.864614,33.878572
390,"Norton County, Kansas",0500000US20137,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,1443.0,-99.90355157598509,39.8057885,20137,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Norton County,20137.0,13.0,52.0,-98.38018,38.484729
391,"Walworth County, Wisconsin",0500000US55127,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,22640.0,-88.54123106492102,42.66749020798285,55127,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Walworth County,55127.0,36.0,659.0,-89.732969,44.639954
392,"Boyle County, Kentucky",0500000US21021,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,4140.0,-84.86080512613658,37.624497,21021,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KY,Boyle County,21021.0,29.0,386.0,-85.290484,37.526683
393,"Wilson County, Tennessee",0500000US47189,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,28423.0,-86.3222811544525,36.15451362340786,47189,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Wilson County,47189.0,27.0,800.0,-86.343226,35.842998
395,"Yuma County, Arizona",0500000US04027,county,2018,2018-12-31,B28002_013E,Households with no internet access,14823.0,-113.9364329256244,32.7533805,4027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Yuma County,4027.0,312.0,1697.0,-111.664616,34.293239
